Column1,Column2
0,"the kids often appear to be reading the lines and are incapable of conveying any emotion . "
0,"calling this movie brainless would be paying it a compliment : it's more like entertainment for trolls . "
1,"an enjoyable film for the family  amusing and cute for both adults and kids . "
1,"a very funny look at how another culture handles the process of courting and marriage . "
1,"a thriller whose style  structure and rhythms are so integrated with the story  you cannot separate them . "
1,"it's the chemistry between the women and the droll scene-stealing wit and wolfish pessimism of anna chancellor that makes this  two weddings and a funeral  fun . "
0,"the biggest problem with satin rouge is lilia herself . she's a cipher  played by an actress who smiles and frowns but doesn't reveal an inner life . "
0,"uncertain in tone . . . a garbled exercise in sexual politics  a junior varsity short cuts by way of very bad things . "
1,"payne constructs a hilarious ode to middle america and middle age with this unlikely odyssey  featuring a pathetic  endearing hero who is all too human . "
1,"even these tales of just seven children seem at times too many  although in reality they are not enough . every child's story is what matters . this film can only point the way -- but thank goodness for this signpost . "
1,"the film benefits greatly from a less manic tone than its predecessor  as cho appears to have settled comfortably into her skin . "
0,"if this disposable tissue has one wild card  it's john turturro  who's simply fab as a spanish butler with a foot fetish . "
0,"if i could have looked into my future and saw how bad this movie was  i would go back and choose to skip it . fortunately  you still have that option . "
0,"anyway  for one reason or another  crush turns into a dire drama partway through . after that  it just gets stupid and maudlin . too bad  but thanks to some lovely comedic moments and several fine performances  it's not a total loss . "
0,"cry havoc and let slip the dogs of cheese  indeed . "
0,"tv skit-com material fervently deposited on the big screen . "
1,"melodrama with a message . "
0,"i believe silberling had the best intentions here  but he just doesn't have the restraint to fully realize them . "
0,"rymer doesn't trust laughs -- and doesn't conjure proper respect for followers of the whole dead-undead genre  who deserve more from a vampire pic than a few shrieky special effects . "
1,"the pianist is a fine valedictory work for polanski  made richer by his own experiences  making his other movies somehow richer in the bargain . "
0,"wimps out by going for that pg-13 rating  so the more graphic violence is mostly off-screen and the sexuality is muted . "
1,"one can't deny its seriousness and quality . "
1,"this is wild surreal stuff  but brilliant and the camera just kind of sits there and lets you look at this and its like you're going from one room to the next and none of them have any relation to the other . "
1,"a grimly competent and stolid and earnest military courtroom drama . "
1,"otto-sallies has a real filmmaker's eye . "
1,"perhaps the best sports movie i've ever seen . "
0,"to enjoy this movie's sharp dialogue and delightful performance by jolie and burns  you have to gloss over the no sense ending . "
1,"the film is enriched by an imaginatively mixed cast of antic spirits  headed by christopher plummer as the subtlest and most complexly evil uncle ralph i've ever seen in the many film and stage adaptations of the work . "
1,"campbell scott finds the ideal outlet for his flick-knife diction in the role of roger swanson . "
0,"what's needed so badly but what is virtually absent here is either a saving dark humor or the feel of poetic tragedy . "
0,"harvard man is a semi-throwback  a reminiscence without nostalgia or sentimentality . "
1,"pull[s] off the rare trick of recreating not only the look of a certain era  but also the feel . "
1,"pray's film works well and will appeal even to those who aren't too familiar with turntablism . "
1,"the problems and characters it reveals are universal and involving  and the film itself -- as well its delightful cast -- is so breezy  pretty and gifted  it really won my heart . "
1,"provide[s] nail-biting suspense and credible characters without relying on technology-of-the-moment technique or pretentious dialogue . "
0,"a tv style murder mystery with a few big screen moments ( including one that seems to be made for a different film altogether ) . "
0,"i can imagine this movie as a b&w british comedy  circa 1960  with peter sellers  kenneth williams  et al .  but at this time  with this cast  this movie is hopeless . "
1,"waiting for godard can be fruitful : 'in praise of love' is the director's epitaph for himself . "
1,"the film may appear naked in its narrative form . . . but it goes deeper than that  to fundamental choices that include the complexity of the catholic doctrine"
0,"fear dot com is so rambling and disconnected it never builds any suspense . "
0,"a cautionary tale about the folly of superficiality that is itself endlessly superficial . "
0,"a tedious parable about honesty and good sportsmanship . "
0,"secret ballot is too contemplative to be really funny . "
0,"lyne's latest  the erotic thriller unfaithful  further demonstrates just how far his storytelling skills have eroded . "
0,"the essential problem in orange county is that  having created an unusually vivid set of characters worthy of its strong cast  the film flounders when it comes to giving them something to do . "
1,"engagingly captures the maddening and magnetic ebb and flow of friendship . "
1,"the cast is uniformly excellent and relaxed . "
1,"this odd  distant portuguese import more or less borrows from bad lieutenant and les vampires  and comes up with a kind of art-house gay porn film . "
0,"the last 20 minutes are somewhat redeeming  but most of the movie is the same teenage american road-trip drek we've seen before - only this time you have to read the fart jokes"
1,"parts seem like they were lifted from terry gilliam's subconscious  pressed through kafka's meat grinder and into bu駏el's casings"
0,"this misty-eyed southern nostalgia piece  in treading the line between sappy and sanguine  winds up mired in tear-drenched quicksand . "
0,"a muddled limp biscuit of a movie  a vampire soap opera that doesn't make much sense even on its own terms . "
1,"behind the snow games and lovable siberian huskies ( plus one sheep dog )  the picture hosts a parka-wrapped dose of heart . "
0,"its audacious ambitions sabotaged by pomposity  steven soderbergh's space opera emerges as a numbingly dull experience . "
0,"it's exactly the kind of movie toback's detractors always accuse him of making . "
0,"no amount of good acting is enough to save oleander's uninspired story . "
0,"in the end  there isn't much to it . "
0,"violent  vulgar and forgettably entertaining . "
1,"it's almost impossible not to be moved by the movie's depiction of sacrifice and its stirring epilogue in post-soviet russia . "
1,"the genius of the work speaks volumes  offering up a hallucinatory dreamscape that frustrates and captivates . "
0,"disreputable doings and exquisite trappings are dampened by a lackluster script and substandard performances . "
1,"this is a winning ensemble comedy that shows canadians can put gentle laughs and equally gentle sentiments on the button  just as easily as their counterparts anywhere else in the world . "
1,"with rabbit-proof fence  noyce has tailored an epic tale into a lean  economical movie . "
0,"the plot grows thin soon  and you find yourself praying for a quick resolution . "
0,"a woefully dull  redundant concept that bears more than a whiff of exploitation  despite iwai's vaunted empathy . "
1,"the film's messages of tolerance and diversity aren't particularly original  but one can't help but be drawn in by the sympathetic characters . "
0,"too smart to ignore but a little too smugly superior to like  this could be a movie that ends up slapping its target audience in the face by shooting itself in the foot . "
0,"skip this dreck  rent animal house and go back to the source . "
0,"nothing more or less than an outright bodice-ripper -- it should have ditched the artsy pretensions and revelled in the entertaining shallows . "
0,"cinematic poo . "
1,"though it is by no means his best work  laissez-passer is a distinguished and distinctive effort by a bona-fide master  a fascinating film replete with rewards to be had by all willing to make the effort to reap them . "
1,"whenever you think you've figured out late marriage  it throws you for a loop . "
1,"as an introduction to the man's theories and influence  derrida is all but useless ; as a portrait of the artist as an endlessly inquisitive old man  however  it's invaluable . "
1,"a glorious mess . "
1,"even if you don't understand what on earth is going on  this is a movie that will stimulate hours of post viewing discussion  if only to be reminded of who did what to whom and why . "
0,"i know we're not supposed to take it seriously  but i can't shake the thought that undercover brother missed an opportunity to strongly present some profound social commentary . "
0,"its characters are thinner than cardboard -- or even comic-book paper . "
0,"it's an odd show  pregnant with moods  stillborn except as a harsh conceptual exercise . "
0,"[seagal's] strenuous attempt at a change in expression could very well clinch him this year's razzie . "
1,"people cinema at its finest . "
1,"it must be the end of the world : the best film so far this year is a franchise sequel starring wesley snipes . "
1,"it rapidly develops into a gut-wrenching examination of the way cultural differences and emotional expectations collide . "
0,"the film favors the scientific over the spectacular ( visually speaking ) . "
1,"often demented in a good way  but it is an uneven film for the most part . "
0,"an unfortunate title for a film that has nothing endearing about it . "
0,"new ways of describing badness need to be invented to describe exactly how bad it is . "
1,"passionate  irrational  long-suffering but cruel as a tarantula  helga figures prominently in this movie  and helps keep the proceedings as funny for grown-ups as for rugrats . "
1,"the complex  politically charged tapestry of contemporary chinese life this exciting new filmmaker has brought to the screen is like nothing we westerners have seen before . "
1,"the bai brothers have taken an small slice of history and opened it up for all of us to understand  and they've told a nice little story in the process . "
0,"[green is] the comedy equivalent of saddam hussein  and i'm just about ready to go to the u . n . and ask permission for a preemptive strike . "
0,"though it inspires some ( out-of-field ) creative thought  the film is -- to its own detriment -- much more a cinematic collage than a polemical tract . "
0,"naipaul fans may be disappointed . those who are not acquainted with the author's work  on the other hand  may fall fast asleep . "
0,"cacoyannis is perhaps too effective in creating an atmosphere of dust-caked stagnation and labored gentility . "
1,"just how these families interact may surprise you . "
1,"tackles the difficult subject of grief and loss with such life-embracing spirit that the theme doesn't drag an audience down . "
0,"the nicest thing that can be said about stealing harvard ( which might have been called freddy gets molested by a dog ) is that it's not as obnoxious as tom green's freddie got fingered . "
1,"lee jeong-hyang tells it so lovingly and films it so beautifully that i couldn't help being captivated by it . "
0,"sucking all the 'classic' out of robert louis stevenson's treasure island and filling the void with sci-fi video game graphics and disney-fied adolescent angst . . . "
1,"at its best when the guarded  resentful betty and the manipulative yet needy margot are front and center . "
1,"a bittersweet film  simple in form but rich with human events . "
1,"much of the lady and the duke is about quiet  decisive moments between members of the cultural elite as they determine how to proceed as the world implodes . "
0,"every visual joke is milked  every set-up obvious and lengthy  every punchline predictable . there's no energy . "
1,"an inventive  absorbing movie that's as hard to classify as it is hard to resist . "
1,"there has been much puzzlement among critics about what the election symbolizes . i believe the message is in the messenger : the agent is a woman . "
1,"vividly conveys the shadow side of the 30-year friendship between two english women . "
0,"a minor picture with a major identity crisis -- it's sort of true and it's sort of bogus and it's ho-hum all the way through . "
0,"for a shoot-'em-up  ballistic is oddly lifeless . "
0,"the stripped-down approach does give the film a certain timeless quality  but the measured pace and lack of dramatic inflection can also seem tedious . "
1,"while it's nothing we haven't seen before from murphy  i spy is still fun and enjoyable and so aggressively silly that it's more than a worthwhile effort . "
1,"a first-class  thoroughly involving b movie that effectively combines two surefire  beloved genres -- the prison flick and the fight film . "
1,"at its best  the good girl is a refreshingly adult take on adultery . . . "
0,"unambitious writing emerges in the movie  using a plot that could have come from an animated-movie screenwriting textbook . "
0,"[plays] in broad outline as pandering middle-age buddy-comedy . "
0,"rarely has a film's title served such dire warning . "
0,"vaguely interesting  but it's just too too much . "
1,"bullock does a good job here of working against her natural likability . "
1,"the solid filmmaking and convincing characters makes this a high water mark for this genre . "
1,"this in-depth study of important developments of the computer industry should make it required viewing in university computer science departments for years to come . "
0,"since lee is a sentimentalist  the film is more worshipful than your random e ! true hollywood story . "
1,"until ( the ) superfluous . . . epilogue that leaks suspension of disbelief like a sieve  die another day is as stimulating & heart-rate-raising as any james bond thriller . "
0,"an entertainment so in love with its overinflated mythology that it no longer recognizes the needs of moviegoers for real characters and compelling plots . "
0,"it could have been something special  but two things drag it down to mediocrity -- director clare peploe's misunderstanding of marivaux's rhythms  and mira sorvino's limitations as a classical actress . "
0,"the beautiful images and solemn words cannot disguise the slack complacency of [godard's] vision  any more than the gorgeous piano and strings on the soundtrack can drown out the tinny self-righteousness of his voice . "
0,"this follow-up seems so similar to the 1953 disney classic that it makes one long for a geriatric peter . "
1,"as a first-time director  paxton has tapped something in himself as an actor that provides frailty with its dark soul . "
0,"humorless  self-conscious art drivel  made without a glimmer of intelligence or invention . "
0,"the script  the gags  the characters are all direct-to-video stuff  and that's where this film should have remained . "
1,"for all its visual panache and compelling supporting characters  the heart of the film rests in the relationship between sullivan and his son . "
1,"the film is delicately narrated by martin landau and directed with sensitivity and skill by dana janklowicz-mann . "
0,"though catch me if you can isn't badly made  the fun slowly leaks out of the movie . "
0,"a dull  somnambulant exercise in pretension whose pervasive quiet is broken by frequent outbursts of violence and noise . "
0,"silly stuff  all mixed up together like a term paper from a kid who can't quite distinguish one sci-fi work from another . "
1,"the ingenuity that parker displays in freshening the play is almost in a class with that of wilde himself . "
0,"full of flatulence jokes and mild sexual references  kung pow ! is the kind of movie that's critic-proof  simply because it aims so low . "
0,"stale first act  scrooge story  blatant product placement  some very good comedic songs  strong finish  dumb fart jokes . "
1,"sayles is making a statement about the inability of dreams and aspirations to carry forward into the next generation . "
0,"denzel washington's efforts are sunk by all the sanctimony . "
1,"it's clear that mehta simply wanted to update her beloved genre for the thousands of indians who fancy themselves too sophisticated for the cheese-laced spectacles that pack 'em in on the subcontinent . "
0,"  bad  is the operative word for  bad company   and i don't mean that in a good way . "
1,"the movie is well done  but slow . "
1,"between the drama of cube ? s personal revelations regarding what the shop means in the big picture  iconic characters gambol fluidly through the story  with charming results . "
1,"even with all its botches  enigma offers all the pleasure of a handsome and well-made entertainment . "
1,"pretty good little movie . "
0,"the first hour is tedious though ford and neeson capably hold our interest  but its just not a thrilling movie . "
1,"succeeds as a well-made evocation of a subculture . "
1,"sorvino is delightful in the central role . she nearly glows with enthusiasm  sensuality and a conniving wit . "
0,"when it comes to the battle of hollywood vs . woo  it looks like woo's a p . o . w . "
0,"the film might have been more satisfying if it had  in fact  been fleshed out a little more instead of going for easy smiles . "
0,"its salient points are simultaneously buried  drowned and smothered in the excesses of writer-director roger avary . "
0,"a movie that can't get sufficient distance from leroy's delusions to escape their maudlin influence . "
1,"if signs is a good film  and it is  the essence of a great one is in there somewhere . "
0,"as it stands it's an opera movie for the buffs . "
0,"thoughtless  random  superficial humour and a lot of very bad scouse accents"
0,"the overall feel of the film is pretty cheesy  but there's still a real sense that the star trek tradition has been honored as best it can  given the embarrassing script and weak direction . "
0,"the whole thing feels like a ruse  a tactic to cover up the fact that the picture is constructed around a core of flimsy -- or  worse yet  nonexistent -- ideas . "
0,"depressingly thin and exhaustingly contrived . only masochistic moviegoers need apply . "
1,"ms . fulford-wierzbicki is almost spooky in her sulky  calculating lolita turn . "
1,"just about the surest bet for an all-around good time at the movies this summer . "
0,"sheridan's take on the author's schoolboy memoir . . . is a rather toothless take on a hard young life . "
1,"complex  affecting and uniquely almod髒ar  the film evokes strong emotions and pushes viewers to question their deepest notions of moral right and wrong . "
0,"a live-action cartoon  a fast-moving and cheerfully simplistic 88 minutes of exaggerated action put together with the preteen boy in mind . "
1,"a journey spanning nearly three decades of bittersweet camaraderie and history  in which we feel that we truly know what makes holly and marina tick  and our hearts go out to them as both continue to negotiate their imperfect  love-hate relationship . "
0,"cold and scattered  minority report commands interest almost solely as an exercise in gorgeous visuals . that's not vintage spielberg and that  finally  is minimally satisfying . "
0,"while the film misfires at every level  the biggest downside is the paucity of laughter in what's supposed to be a comedy . "
1,"even though we know the outcome  the seesawing of the general's fate in the arguments of competing lawyers has the stomach-knotting suspense of a legal thriller  while the testimony of witnesses lends the film a resonant undertone of tragedy . "
0,"there's nothing to gain from watching they . it isn't scary . it hates its characters . it finds no way to entertain or inspire its viewers . "
0,"pretend like your sat scores are below 120 and you might not notice the flaws . "
1,"return to never land may be another shameless attempt by disney to rake in dough from baby boomer families  but it's not half-bad . "
1,"the enjoyable undercover brother  a zany mix of saturday night live-style parody  '70s blaxploitation films and goofball action comedy gone wild  dishes out a ton of laughs that everyone can enjoy . "
1,"cuaron repeatedly  perversely undercuts the joie de vivre even as he creates it  giving the movie a mournful undercurrent that places the good-time shenanigans in welcome perspective . "
1,"fantastic ! "
1,"m醩 sarc醩tica  divertida y demencial que su predecesora  es un buen ejemplo de lo que es el cine de entretenimiento puro y sin complejos . "
0,"fails to satisfactorily exploit its gender politics  genre thrills or inherent humor . "
0,"this is for the most part a useless movie  even with a great director at the helm . "
0,"coppola has made a film of intoxicating atmosphere and little else . "
1,"may be the most undeserving victim of critical overkill since town and country . "
0,"there's only one way to kill michael myers for good : stop buying tickets to these movies . "
1,"the main story . . . is compelling enough  but it's difficult to shrug off the annoyance of that chatty fish . "
0,"wow . i have not been this disappointed by a movie in a long time . "
1,"elegantly produced and expressively performed  the six musical numbers crystallize key plot moments into minutely detailed wonders of dreamlike ecstasy . "
0,"in comparison to his earlier films it seems a disappointingly thin slice of lower-class london life ; despite the title . . . amounts to surprisingly little . "
0,"returning aggressively to his formula of dimwitted comedy and even dimmer characters  sandler  who also executive produces  has made a film that makes previous vehicles look smart and sassy . "
0,"the sequel is everything the original was not : contrived  overblown and tie-in ready . "
0,"the script boasts some tart tv-insider humor  but the film has not a trace of humanity or empathy . "
1,"overall  cletis tout is a winning comedy that excites the imagination and tickles the funny bone . "
1," . . . a lesson in prehistoric hilarity . "
1,"schrader examines crane's decline with unblinking candor . "
0,"julia is played with exasperating blandness by laura regan . "
1,"one of the best silly horror movies of recent memory  with some real shocks in store for unwary viewers . "
1,"thanks to the ch鈚eau's balance of whimsicality  narrative discipline and serious improvisation  almost every relationship and personality in the film yields surprises . "
0,"like many such biographical melodramas  it suffers from the awkwardness that results from adhering to the messiness of true stories . "
1,"the band's courage in the face of official repression is inspiring  especially for aging hippies ( this one included ) . "
1,"with spy kids 2 : the island of lost dreams  the spy kids franchise establishes itself as a durable part of the movie landscape : a james bond series for kids . "
0,"  the road paved with good intentions leads to the video store  "
0,"dense and enigmatic . . . elusive . . . stagy and stilted"
1,"i've yet to find an actual vietnam war combat movie actually produced by either the north or south vietnamese  but at least now we've got something pretty damn close . "
0," . . . grows decidedly flimsier with its many out-sized  out of character and logically porous action set pieces . "
1,"richard gere and diane lane put in fine performances as does french actor oliver martinez . "
1,"while not for every taste  this often very funny collegiate gross-out comedy goes a long way toward restoring the luster of the national lampoon film franchise  too long reduced to direct-to-video irrelevancy . "
0,"comes . . . uncomfortably close to coasting in the treads of the bicycle thief . "
0,"as the sulking  moody male hustler in the title role  [franco] has all of dean's mannerisms and self-indulgence  but none of his sweetness and vulnerability . "
1,"[gai] comes closer to any actress i can remember to personifying independence in its purest and  yes  most intimidating form . "
1,"standing in the shadows of motown is the best kind of documentary  one that makes a depleted yesterday feel very much like a brand-new tomorrow . "
0,"while it's all quite tasteful to look at  the attention process tends to do a little fleeing of its own . "
1,"as antonia is assimilated into this newfangled community  the film settles in and becomes compulsively watchable in a guilty-pleasure  daytime-drama sort of fashion . "
0,"the whole thing's fairly lame  making it par for the course for disney sequels . "
1,"while we no longer possess the lack-of-attention span that we did at seventeen  we had no trouble sitting for blade ii . "
0,"it leers  offering next to little insight into its intriguing subject . "
1,"an 83 minute document of a project which started in a muddle  seesawed back and forth between controlling interests multiple times  then found its sweet spot"
1,"a solid  psychological action film from hong kong . "
1,"exciting and well-paced . "
0,"audiences can be expected to suspend their disbelief only so far -- and that does not include the 5 o'clock shadow on the tall wooden kid as he skips off to school . "
0,"even on its own ludicrous terms  the sum of all fears generates little narrative momentum  and invites unflattering comparisons to other installments in the ryan series . "
0,"stealing harvard is evidence that the farrelly bros . -- peter and bobby -- and their brand of screen comedy are wheezing to an end  along with green's half-hearted movie career . "
0,"almost everything about the film is unsettling  from the preposterous hairpiece worn by lai's villainous father to the endless action sequences . "
0," . . . this isn't even a movie we can enjoy as mild escapism ; it is one in which fear and frustration are provoked to intolerable levels . "
1,"cremaster 3 is at once a tough pill to swallow and a minor miracle of self-expression . "
0,"except for paymer as the boss who ultimately expresses empathy for bartleby's pain  the performances are so stylized as to be drained of human emotion . "
0,"[creates] the worst kind of mythologizing  the kind that sacrifices real heroism and abject suffering for melodrama . "
1,"if you're looking for something new and hoping for something entertaining  you're in luck . "
1,"[reaches] wholly believable and heart-wrenching depths of despair . "
0,"there might be some sort of credible gender-provoking philosophy submerged here  but who the hell cares ? "
1,"it gives devastating testimony to both people's capacity for evil and their heroic capacity for good . "
0,"an achingly enthralling premise  the film is hindered by uneven dialogue and plot lapses . "
1,"a gripping movie  played with performances that are all understated and touching . "
1,"blade ii is as estrogen-free as movies get  so you might want to leave your date behind for this one  or she's gonna make you feel like you owe her big-time . "
1," . . . by the time it's done with us  mira nair's new movie has its audience giddy with the delight of discovery  of having been immersed in a foreign culture only to find that human nature is pretty much the same all over . "
1,"polished  well-structured film . "
1,"a weird and wonderful comedy . "
1,"a romantic comedy enriched by a sharp eye for manners and mores . "
0,"a sterling film - a cross between boys don't cry  deliverance  and ode to billy joe - lies somewhere in the story of matthew shepard  but that film is yet to be made . "
0,"waydowntown may not be an important movie  or even a good one  but it provides a nice change of mindless pace in collision with the hot oscar season currently underway . "
1,"[d]oesn't bother being as cloying or preachy as equivalent evangelical christian movies -- maybe the filmmakers know that the likely audience will already be among the faithful . "
0,"its weighty themes are too grave for youngsters  but the story is too steeped in fairy tales and other childish things to appeal much to teenagers . "
0,"i'm afraid you won't get through this frankly fantastical by-the-numbers b-flick with just a suspension of disbelief . rather  you'll have to wrestle disbelief to the ground and then apply the chloroform-soaked handkerchief . "
0,"the concept is a hoot . the trailer is a riot . the movie is a dud . "
1,"an impossible romance  but we root for the patronized iranian lad . "
0,"there's little to recommend snow dogs  unless one considers cliched dialogue and perverse escapism a source of high hilarity . "
1,"the ring is worth a look  if you don't demand much more than a few cheap thrills from your halloween entertainment . "
1,"it's a beautifully accomplished lyrical meditation on a bunch of despondent and vulnerable characters living in the renown chelsea hotel . . . "
0,"offers very little genuine romance and even fewer laughs . . . a sad sitcom of a movie  largely devoid of charm . "
1,"westfeldt and juergensen exude a chemistry and comfort level that's both saucy and endearing . "
1,"a confluence of kiddie entertainment  sophisticated wit and symbolic graphic design . "
1,"the pleasures that it does afford may be enough to keep many moviegoers occupied amidst some of the more serious-minded concerns of other year-end movies . "
1,"the film was immensely enjoyable thanks to great performances by both steve buscemi and rosario dawson . . . "
1,"it moves quickly  adroitly  and without fuss ; it doesn't give you time to reflect on the inanity -- and the cold war datedness -- of its premise . "
0,"the drama discloses almost nothing . "
0,"you're better off staying home and watching the x-files . "
0,"the filmmakers needed more emphasis on the storytelling and less on the glamorous machine that thrusts the audience into a future they won't much care about . "
0,"largely  this is a movie that also does it by the numbers . "
1,"a mature  deeply felt fantasy of a director's travel through 300 years of russian history . "
1,"though it's become almost redundant to say so  major kudos go to leigh for actually casting people who look working-class . "
0,"and people make fun of me for liking showgirls</> . "
0,"trying to make head or tail of the story in the hip-hop indie snipes is enough to give you brain strain -- and the pay-off is negligible . "
1,"the path ice age follows most closely  though  is the one established by warner bros . giant chuck jones  who died a matter of weeks before the movie's release . "
1,"the movie is brilliant  really . it is philosophy  illustrated through everyday events . "
0,"you know that ten bucks you'd spend on a ticket ? just send it to cranky . we don't get paid enough to sit through crap like this . "
0," . . . the kind of movie you see because the theater has air conditioning . "
0,"the movie's biggest offense is its complete and utter lack of tension . "
1,"irwin is so earnest that it's hard to resist his pleas to spare wildlife and respect their environs . there are far worse messages to teach a young audience  which will probably be perfectly happy with the sloppy slapstick comedy . "
0,"pascale bailly's rom-com provides am�lie's audrey tautou with another fabuleux destin -- i . e .  a banal spiritual quest . "
1,"one of those movies that make us pause and think of what we have given up to acquire the fast-paced contemporary society . "
0,"richard pryor mined his personal horrors and came up with a treasure chest of material  but lawrence gives us mostly fool's gold . "
0,"what you expect is just what you get . . . assuming the bar of expectations hasn't been raised above sixth-grade height . "
1,"this road movie gives you emotional whiplash  and you'll be glad you went along for the ride . "
0,"a moving picture that does not move . "
1,"tres greek writer and star nia vardalos has crafted here a worldly-wise and very funny script . "
1," . . . hits every cliche we've come to expect  including the assumption that  crazy  people are innocent  childlike and inherently funny . "
0,"while the material is slight  the movie is better than you might think . "
0,"spain's greatest star wattage doesn't overcome the tumult of maudlin tragedy . "
1,"compassionately explores the seemingly irreconcilable situation between conservative christian parents and their estranged gay and lesbian children . "
1,"stage director sam mendes showcases tom hanks as a depression era hit-man in this dark tale of revenge . "
1,"eric byler's nuanced pic avoids easy sentiments and explanations . . . "
1,"an exquisitely crafted and acted tale . "
1,"overall  interesting as a documentary -- but not very imaxy . "
0,"[denis'] bare-bones narrative more closely resembles an outline for a '70s exploitation picture than the finished product . "
1,"a droll  well-acted  character-driven comedy with unexpected deposits of feeling . "
1,"it's fun  splashy and entertainingly nasty . "
0,"it uses the pain and violence of war as background material for color . "
1,"an intelligent  multi-layered and profoundly humanist ( not to mention gently political ) meditation on the values of knowledge  education  and the affects of cultural and geographical displacement . "
1,"biggie and tupac is so single-mindedly daring  it puts far more polished documentaries to shame . "
0,"a rather tired exercise in nostalgia . "
0,"doesn't really add up to much . "
0,"a complete waste of time . "
0,"an imponderably stilted and self-consciously arty movie . "
0,"we are left with a superficial snapshot that  however engaging  is insufficiently enlightening and inviting . "
0,"while it's genuinely cool to hear characters talk about early rap records ( sugar hill gang  etc . )  the constant referencing of hip-hop arcana can alienate even the savviest audiences . "
1,"a byzantine melodrama that stimulates the higher brain functions as well as the libido . "
1,"provides an intriguing window into the imagination and hermetic analysis of todd solondz . "
0,"mildly entertaining . "
1,"this gorgeous epic is guaranteed to lift the spirits of the whole family . "
0,"the movie is loaded with good intentions  but in his zeal to squeeze the action and our emotions into the all-too-familiar dramatic arc of the holocaust escape story  minac drains his movie of all individuality . "
0,"it's push-the-limits teen comedy  the type written by people who can't come up with legitimate funny  and it's used so extensively that good bits are hopelessly overshadowed . "
1,"a stunning and overwhelmingly cogent case for kissinger as a calculating war criminal . "
1,"a taut  intelligent psychological drama . "
0,"[sam's] self-flagellation is more depressing than entertaining . "
0,"directors john musker and ron clements  the team behind the little mermaid  have produced sparkling retina candy  but they aren't able to muster a lot of emotional resonance in the cold vacuum of space . "
1,"the continued good chemistry between carmen and juni is what keeps this slightly disappointing sequel going  with enough amusing banter -- blessedly curse-free -- to keep both kids and parents entertained . "
1,"i would be shocked if there was actually one correct interpretation  but that shouldn't make the movie or the discussion any less enjoyable . "
0,"they should have called it gutterball . "
1,"the message of such reflections--intentional or not--is that while no art grows from a vacuum  many artists exist in one . "
0,"the movie's something-borrowed construction feels less the product of loving  well integrated homage and more like a mere excuse for the wan  thinly sketched story . killing time  that's all that's going on here . "
0,"this 100-minute movie only has about 25 minutes of decent material . "
1,"uneven but a lot of fun . "
0,"the film is a travesty of the genre and even as spoof takes itself too seriously . "
1,"brilliantly explores the conflict between following one's heart and following the demands of tradition . "
0,"ill-considered  unholy hokum . "
0,"more intellectually scary than dramatically involving . "
1,"compelling as it is exotic  fast runner has a plot that rivals shakespeare for intrigue  treachery and murder . "
1,"a thought-provoking picture . "
1,"the story and structure are well-honed . fresnadillo's dark and jolting images have a way of plying into your subconscious like the nightmare you had a week ago that won't go away . "
0,"mr . deeds is not really a film as much as it is a loose collection of not-so-funny gags  scattered moments of lazy humor . "
1,"the reason to see  sade  lay with the chemistry and complex relationship between the marquis ( auteil ) and emilie ( le besco ) . "
1,"delirious fun . "
0,"'carente de imaginaci�n  mal dirigida  peor actuada y sin un �pice de romance  es una verdadera p�rdida de tiempo y dinero'"
0,"there's not much going on in this movie unless you simply decide to buy into the notion that something inexplicably strange once happened in point pleasant . "
0," . . . hopefully it'll be at the dollar theatres by the time christmas rolls around . wait to see it then . "
0,"the film is all over the place  really . it dabbles all around  never gaining much momentum . "
0,"  i blame all men for war   [the warden's daughter] tells her father . the movie is about as deep as that sentiment . "
1,"'si bien no logra desarrollarse como un gran drama  tampoco es tan superficial como muchas cintas que pecan de pretenciosas y que resultan totalmente banales . '"
0,"the inherent limitations of using a video game as the source material movie are once again made all too clear in this schlocky horror/action hybrid . "
0,"showtime's starry cast could be both an asset and a detriment . those who trek to the 'plex predisposed to like it probably will enjoy themselves . but ticket-buyers with great expectations will wind up as glum as mr . de niro . "
0,"all i can say is fuhgeddaboutit . "
1,"the filmmakers try to balance pointed  often incisive satire and unabashed sweetness  with results that are sometimes bracing  sometimes baffling and quite often  and in unexpected ways  touching . "
0,"it would be churlish to begrudge anyone for receiving whatever consolation that can be found in dragonfly  yet it is impossible to find the film anything but appalling  shamelessly manipulative and contrived  and totally lacking in conviction . "
1,"most impressive  though  is the film's open-ended finale that refuses to entirely close its characters' emotional wounds . "
0,"any movie this boring should be required to have ushers in the theater that hand you a cup of coffee every few minutes . like a marathon runner trying to finish a race  you need a constant influx of liquid just to get through it . "
0,"like watching a dress rehearsal the week before the show goes up : everything's in place but something's just a little off-kilter . "
1,"the immersive powers of the giant screen and its hyper-realistic images are put to perfect use in the breathtakingly beautiful outer-space documentary space station 3d . "
0,"yes  spirited away is a triumph of imagination  but it's also a failure of storytelling . "
1,"at its best ( and it does have some very funny sequences ) looking for leonard reminds you just how comically subversive silence can be . "
0,"like schindler's list  the grey zone attempts to be grandiloquent  but ends up merely pretentious -- in a grisly sort of way . "
0,"a jumbled fantasy comedy that did not figure out a coherent game plan at scripting  shooting or post-production stages . "
1,"a moving  if uneven  success . "
1,"this is carion's debut feature but his script and direction hums with a confidence that many spend entire careers trying to reach . "
